tconst,primaryTitle,startYear,region,language,directors,writers,cast_crew,categories
tt11803768,Bhootni Kay,2020,PK,,nm11172783,nm11172783,"['Bilal Yousufzai', 'Owais Junejo']","['director', 'editor', 'writer']"
tt11816892,Ishq e Qalandar (The beautiful Sindh),2020,PK,,nm11363537,nm11363538,"['Shezan Saleem Jogi', 'Shezan Salim Jogi']","['director', 'editor', 'writer']"
tt11821896,Kokhono Na Kokhono,2019,BD,,"nm11365369,nm6160574,nm11365368",nm6160574,"['A.K. Azad', 'Afran Nisho', 'Mizanur Rahman Aryan', 'Rashed Rabbi', 'Tahsin Rahman', 'Tanjin Tisha']","['actor', 'actress', 'director', 'editor', 'writer']"
tt11826730,Kosto,2000,BD,,nm5182031,"nm5042539,nm5182031","['Ahmed Imtiaz Bulbul', 'Amzad Hossain', 'Anwar Hossain', 'Dulari Chakraborty', 'Harun Al Rashid', 'Jacky Alamgir', 'Kala Aziz', 'Kazi Hayat', 'Manna', 'Miju Ahmed', 'Monwar Hossain Dipjol', 'Mou', 'Mousumi', 'S.D. Babul', 'Shakil Khan']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt11832046,PAW Patrol: The Movie,2021,PK,en,nm2117510,"nm1129905,nm2117510,nm1779809,nm0975298","['Billy Frolick', 'Bob Barlen', 'Cal Brunker', 'Callum Shoniker', 'Ed Fuller', 'Heitor Pereira', 'Iain Armitage', 'Jennifer Dodge', 'Jerrad Pulham', 'Keegan Hedley', 'Keith Chapman', 'Kim Roberts', 'Kingsley Marshall', 'Lilly Noelle Bartlam', 'Michael Walters', 'Mirenda Ouellet', 'Robert McGee', 'Ron Pardo', 'Ruth Lambert', 'Shayle Simons', 'Sherry Dayton', 'Tyler Perry', 'Will Brisbin']","['actor', 'actress', 'casting_director', 'composer', 'director', 'editor', 'producer', 'writer']"
tt1183352,Ana and Bruno,2017,BD,en,nm0140196,"nm0190860,nm3850676,nm2545545,nm0327959,nm0526000,nm0781994,nm0859742,nm2566765","['Alejandro Alatriste', 'Alex Garcia', 'Carlos Carrera', 'Carlos Cobos', 'Carlos Cuarón', 'Damián Alcázar', 'Daniel Carrera', 'Daniel Emil', 'Fernando de Fuentes', 'Flavio González Mello', 'Galia Mayer', 'Héctor Bonilla', 'Jose C. Garcia de Letona', 'José Ábrego', 'Lisa Goldman', 'Marec Fritzinger', 'Marina de Tavira', 'Mauricio Isaac', 'Natalia Beristain', 'Pablo Baksht', 'Regina Orozco', 'Silverio Palacios', 'Tlaloc Raviella', 'Victor Hernandez Stumpfhauser', 'Álvaro Guerrero']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'producer', 'production_designer', 'writer']"
tt11839300,Shamoo Tangey Wali,2016,PK,,nm11285044,nm11371193,"['Ajmal Malik', 'Asha Madhu', 'Malik Imdad Hussain', 'Muhammad Saleem', 'Naveed Khan', 'Shamoo Roohi Di Rani', 'Wali Bukhari']","['actor', 'actress', 'director', 'producer', 'writer']"
tt11841862,Yar Des Punjab Day,2018,PK,,nm11285044,nm11285044,"['Chauhdry Saddiq', 'Chikni', 'Malik Imdad Hussain', 'Naveed Khan', 'Sheeba Falak']","['actor', 'actress', 'director', 'producer', 'writer']"
tt11845550,Achoo Sheedi,2008,PK,,nm11285044,\N,"['Malik Imdad Hussain', 'Saima Noor', 'Saud', 'Shaan Shahid', 'Shafqat Cheema', 'Shaukat Ali Gujjar']","['actor', 'actress', 'director', 'producer']"
tt11848936,Gujjar Pooray Dina Da,2015,PK,,nm11285044,nm11285044,"['Chikni', 'Malik Imdad Hussain', 'Nawazish Gujjar', 'Wali Bukhari']","['actor', 'actress', 'director', 'writer']"
tt11849390,Mera Challenge,2017,PK,,nm11285044,nm11285044,"['Asha Madhu', 'Malik Imdad Hussain', 'Maqsood Ahmed Khan', 'Rana Shams', 'Wali Bukhari']","['actor', 'actress', 'director', 'producer', 'writer']"
tt11850926,Raju Gentleman,2018,PK,,nm11285044,\N,"['Aslam Puri', 'Malik Imdad Hussain', 'Naveed Khan', 'Saima Jan']","['actor', 'actress', 'director']"
tt11882124,Khawar Malik,2019,PK,,nm11444485,nm0592599,"['Abdullah Mehmood', 'Cal So Scoped', 'Danish Hayat', 'David Phaner', 'Khawar Malik', 'Rapper Lyma', 'Todd Cahill', 'Uzair Altaf', 'Wajahat Mirza']","['actor', 'director', 'producer', 'writer']"
tt1189030,Dahan,1985,BD,,nm1345470,nm1345470,"['Abul Khair', 'Amanul Haque', 'Anwar Hossain', 'Asaduzzaman Noor', 'Bobita', 'Bulbul Ahmed', 'Dolly Anowar', 'Fakrul Hasan Boiragi', 'Humayun Faridi', 'Mohammad Shami', 'Rawshan Zamil', 'Saidul Anam Tutul', 'Saifuddin', 'Sharmili Ahmed', 'Sheikh Niamat Ali']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt1189046,Harano Din,1961,BD,,nm3848495,"nm0251420,nm7899258","['Amjad Hossain', 'Azim', 'Bashir Hossain', 'Ehtesham', 'Golam Mustafa', 'Inam Ahmed', 'Kazi Mesbahuzzaman', 'Misbah', 'Monjur Hossain', 'Mustafizul Haq', 'Naqi Mustafa', 'Rahman', 'Rekha', 'Robin Ghosh', 'Shabnam', 'Subhash Dutta']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt11907788,Jam,\N,BD,,nm7898577,"nm7806143,nm8112392","['A.T.M. Shamsuzzaman', 'Ahmad Zaman Chowdhury', 'Ahmed Sharif', 'Amit Hasan', 'Arifin Shuvoo', 'Champa', 'Ferdous Ahmed', 'Misha Sawdagor', 'Mousumi', 'Pantho Shahriar', 'Rituparna Sengupta', 'Russell Farazi', 'Shelly Manna']","['actor', 'actress', 'producer', 'writer']"
tt1192555,Ae Pag Mere Veer Di,1975,PK,,nm0200889,\N,"['Asifa', 'Firdous', 'Munawar Zarif', 'Nabila', 'Nazir Ali', 'Sudhir', 'Waheed Dar']","['actor', 'actress', 'composer', 'director']"
tt1192556,Ajab Khan,1985,PK,,nm0200889,\N,"['Afzaal', 'Anjuman', 'Babra Sharif', 'Sultan Rahi', 'Waheed Dar', 'Wajahat Attre', 'Yusuf Khan']","['actor', 'actress', 'composer', 'director']"
tt1192569,Dehshat Gard,1992,PK,,nm0200889,\N,"['Humayun Qureshi', 'Izhar', 'Jawed Sheikh', 'Neeli', 'Reema', 'Waheed Dar', 'Wajahat Attre']","['actor', 'actress', 'composer', 'director']"
tt1192576,Hathiar,1979,PK,,nm2936099,\N,"['Aalam Lohar', 'Aasia', 'M. Akram', 'Mustafa Qureshi', 'Nazir Ali', 'Sabiha Khanum', 'Sultan Rahi', 'Zubair']","['actor', 'actress', 'composer', 'director']"
tt1192581,Kora Kaghaz,1978,PK,,nm2936099,\N,"['Babra Sharif', 'M. Akram', 'Mohammad Ali', 'Nayyar Sultana', 'Nazir Ali', 'Zeba', 'Zubair']","['actor', 'actress', 'composer', 'director']"
tt1192583,Maa-Puttar,1970,PK,ur,nm0200889,nm0443701,"['Asghar', 'Firdous', 'Ghulam Ahmad Chishti', 'Hassan Askari', 'Khalifa Nazir', 'M. Ismail', 'Meraj', 'Nabila', 'Naseem Hussain', 'Naseeruddin', 'Nasira', 'Rangeela', 'Rukhsana', 'Shahida', 'Sudhir', 'Tanvir Kazmi', 'Tariq Masood Qureshi', 'Waheed Dar', 'Zahoor Shah']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt1192583,Maa-Puttar,1970,PK,,nm0200889,nm0443701,"['Asghar', 'Firdous', 'Ghulam Ahmad Chishti', 'Hassan Askari', 'Khalifa Nazir', 'M. Ismail', 'Meraj', 'Nabila', 'Naseem Hussain', 'Naseeruddin', 'Nasira', 'Rangeela', 'Rukhsana', 'Shahida', 'Sudhir', 'Tanvir Kazmi', 'Tariq Masood Qureshi', 'Waheed Dar', 'Zahoor Shah']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt1192592,Pyar De Palaikhe,1971,PK,,nm2936099,\N,"['Firdous', 'Inayat Hussain Bhatti', 'Kifayat Hussain Bhatti', 'M. Akram', 'Manzoor Ashraf', 'Saloni']","['actor', 'actress', 'composer', 'director']"
tt1192595,Sab Dushman,1978,PK,,nm0200889,\N,"['Afzaal', 'Aslam Pervaiz', 'Naghma', 'Najma', 'Nazir Ali', 'Waheed Dar', 'Yusuf Khan']","['actor', 'actress', 'composer', 'director']"
tt1192596,Sanjhi Hathkadi,1986,PK,,nm2936099,\N,"['Anjuman', 'M. Akram', 'Mustafa Qureshi', 'Muzaffar Adeeb', 'Nazir Ali', 'Sultan Rahi']","['actor', 'actress', 'composer', 'director']"
tt1192599,Sultan,1972,PK,,nm2936099,\N,"['Aaliya', 'Asad Bukhari', 'Ejaz Durrani', 'Ilyas Kashmiri', 'Iqbal Hassan', 'M. Akram', 'Naghma', 'Nasira', 'Nazir Ali', 'Ragni', 'Saba', 'Sultan Rahi']","['actor', 'actress', 'composer', 'director']"
tt11929776,Dhoka,2020,BD,,"nm5415746,nm13910420",nm5415746,"['Aamir Naik', 'Abm Sumon', 'Achol', 'Adhyan Dhara', 'Airin Sultana', 'Anonno Mamun', 'Dwip Narayan Chakraborty', 'Imtu Ratish', 'Kazi Akramul Hoque', 'Manish Soni', 'Mehedi Hassan', 'Sanju John', 'Tapi Mishra']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt11951950,Ik Pardaisi Ik Mutiyar,1964,PK,,nm0527033,nm11102195,"['Ajmal', 'Allauddin', 'Asad Bukhari', 'Asif Jah', 'Luqman', 'Masood Bin Aslam', 'Naghma', 'Nasira', 'Saeed Sahili', 'Sheikh Latif', 'Zeenat Begum']","['actor', 'actress', 'cinematographer', 'director', 'producer', 'writer']"
tt11951992,Wohti,1967,PK,,nm0527033,\N,"['Bahar Begum', 'Diljeet Mirza', 'Ghulam Ahmad Chishti', 'Lehri', 'Luqman', 'Mohammad Ali', 'Naseem Hassan Shah', 'Neelo', 'Santosh Kumar', 'Seema Begum', 'Zamurrud', 'Zeenat Begum']","['actor', 'actress', 'cinematographer', 'composer', 'director']"
tt11951998,Hamjoli,1970,PK,,nm0527033,\N,"['Darpan', 'Luqman', 'Manzoor Ashraf', 'Mustafa Qureshi', 'Nayyar Sultana']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11952022,Afsana,1970,PK,,nm0527033,nm15316184,"['Anwar Sajjad', 'Asghar Ali', 'Asha Posley', 'Deeba Begum', 'Fattu', 'Kamaal Irani', 'Luqman', 'Naashad', 'Nanha', 'Rozina', 'Saqi', 'Shakir', 'Waheed Murad', 'Waheeda Khan']","['actor', 'actress', 'composer', 'director', 'producer', 'writer']"
tt11952044,Duniya Na Manay,1971,PK,,nm0527033,\N,"['Ilyas Kashmiri', 'Lehri', 'Luqman', 'Mohammad Ali', 'Naashad', 'Ragni', 'Saiqa', 'Swaran Lata', 'Yasmeen Shaukat', 'Zamurrud', 'Zeba']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11952096,Parchhaen,1974,PK,,nm0527033,\N,"['Afzaal Ahmad', 'Ayub Khan', 'Irshad Ali', 'Kamaal Irani', 'Luqman', 'Meena Chaudhry', 'Mohammad Ali', 'Naashad', 'Roshan', 'Seema Begum', 'Zeba', 'Zeenat Begum']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11952120,Wafa,1981,PK,,nm0527033,\N,"['Asif Raza Mir', 'Aurangzeb Laghari', 'Babra Sharif', 'Chakram', 'Faisal Rehman', 'Hanif', 'Huma Dar', 'Khalid Waheed', 'Kokab Dar', 'Luqman', 'Najma Mehboob', 'Nazia Hafeez']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11952138,Griftar,1987,PK,,nm9472689,\N,"['Aziz Jahangir Khani', 'Babar', 'Badar Munir', 'Darwesh', 'Durdana Rehman', 'Naimat Sarhadi', 'S. Sunny', 'Shenaz']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11952166,Nadia,1985,PK,,nm0787037,\N,"['Amjad Bobby', 'Humayun Qureshi', 'Jawed Sheikh', 'Nazar Shabab', 'Sabeeta', 'Seemab', 'Shahid Hameed']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11952188,Ruby,1986,PK,,nm0787037,\N,"['Amjad Bobby', 'Geeta Kumari', 'Izhar Qazi', 'Mustafa Qureshi', 'Naghma', 'Nazar Shabab', 'Rangeela', 'Sabeeta', 'Sakeena Samoo', 'Shafi Mohammad']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11952200,Baghi Haseena,1988,PK,,nm0787037,\N,"['Babra Sharif', 'Ismail Shah', 'Izhar Qazi', 'Kaveeta', 'Manzoor Ashraf', 'Mehmood Aslam', 'Nazar Shabab', 'Nida Mumtaz', 'Rashid Mahmood']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11952208,Toofani Bijlian,1989,PK,,nm0787037,"nm3858576,nm14682639,nm0629214,nm11102195","['Ahsan', 'Amjad Bobby', 'Bashir Niaz', 'Farrukh Malik', 'Jalil Afghani', 'Jawed Sheikh', 'K. Kumar', 'M. Arshad', 'M. Sarwar', 'Mansoor Butt', 'Mehmood Aslam', 'Muzaffar Adeeb', 'Nazar Shabab', 'Neeli', 'Rashid Mahmood', 'Roshan Chiragh', 'Saeed Sahili', 'Tamanna Begum', 'Zafar Salim Khan']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt11952254,Teri Meri Ik Marzi,1984,PK,,nm0787037,\N,"['Albela', 'Ali Ejaz', 'Aurangzeb', 'Chakram', 'Durdana Rehman', 'Imrozia', 'Iqbal Hassan', 'Jameel Fakhri', 'Manzoor Ashraf', 'Murdi Ahmad', 'Nazar Shabab', 'Seema Begum']","['actor', 'actress', 'composer', 'director', 'producer']"
tt11954314,Masoom,1975,PK,,nm2702886,\N,"['Afzaal Ahmad', 'Allauddin', 'Azhar Zaidi', 'Bahar Begum', 'Imrozia', 'Khalil Ahmad', 'Lehri', 'Master Imran', 'Meena Daud', 'Mehboob Alam', 'Seema Begum', 'Syed Wazir Ali', 'Tamanna Begum']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer']"
tt11954444,Mera Kya Qasoor,1962,PK,ur,nm2702886,\N,"['A. Shah', 'Abbas Ajmeri', 'Asad Bukhari', 'Hameed Wain', 'Master Mushtaq', 'Salma Mumtaz', 'Saqi', 'Shamim Ara', 'Shoukat Abbas Naqvi', 'Syed Wazir Ali', 'Tassaduq Hussain', 'Zamurrud', 'Zeenat Begum']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer']"
tt11954444,Mera Kya Qasoor,1962,PK,,nm2702886,\N,"['A. Shah', 'Abbas Ajmeri', 'Asad Bukhari', 'Hameed Wain', 'Master Mushtaq', 'Salma Mumtaz', 'Saqi', 'Shamim Ara', 'Shoukat Abbas Naqvi', 'Syed Wazir Ali', 'Tassaduq Hussain', 'Zamurrud', 'Zeenat Begum']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer']"
tt11954560,Chhoti Ammi,1964,PK,,nm2702886,\N,"['Asad Bukhari', 'Asad Jaafri', 'Aslam Dar', 'Kumar', 'Lehri', 'Mehmood', 'Rani', 'Ratan Kumar', 'Razia', 'Sadiq Ali', 'Shoukat Abbas Naqvi', 'Syed Wazir Ali', 'Tassaduq Hussain', 'Zeenat Begum']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer']"
tt11954772,Ek Dil Do Diwane,1964,PK,ur,nm2702886,\N,"['Maya Devi', 'Muslehuddin', 'Nasira', 'Nizam Nakhuda', 'Q.M. Zaman', 'Rani', 'Roshan', 'Rukhsana', 'Saqi', 'Syed Kamal', 'Syed Wazir Ali', 'Tassaduq Hussain', 'Zahoor Shah', 'Zeenat Begum']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer']"
tt11954772,Ek Dil Do Diwane,1964,PK,,nm2702886,\N,"['Maya Devi', 'Muslehuddin', 'Nasira', 'Nizam Nakhuda', 'Q.M. Zaman', 'Rani', 'Roshan', 'Rukhsana', 'Saqi', 'Syed Kamal', 'Syed Wazir Ali', 'Tassaduq Hussain', 'Zahoor Shah', 'Zeenat Begum']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer']"
tt11954968,Bahu Begum,1965,PK,,nm2702886,\N,"['A.M. Mirza', 'Deeba Begum', 'Ejaz Akhtar', 'Habib', 'Nabeela', 'Nasira', 'Nizam Nakhuda', 'Roshan', 'Sabira Sultana', 'Saqi', 'Syed Wazir Ali', 'Tassaduq Hussain', 'Waheed Murad', 'Zeenat Begum']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer']"
tt11966358,Golpo Kotha,2019,BD,,nm11417904,nm11417904,"['Aminul Islam', 'Siam Mehraf']","['actor', 'director', 'editor', 'producer', 'writer']"
tt11987882,Uraal,2020,BD,,nm7760028,nm7760028,"['Fazlur Rahman Babu', 'Habibur Rahman Khan', 'L. Apu Rozario', 'Razib Ahsan', 'Siam Raihan']","['actor', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt1199436,Aulad,1985,PK,,nm1391492,\N,"['Badar Bakht', 'Badar Munir', 'Qaiser Sanober', 'Sunny', 'Umar Daraz', 'Yasmeen Khan']","['actor', 'actress', 'composer', 'director']"
tt1199437,Bedari,1957,PK,,nm0729818,\N,"['Anuradha', 'Fateh Ali Khan', 'Meena Shorey', 'Qazi Wajid', 'Rafiq Rizvi', 'Ragni', 'Ratan Kumar', 'Santosh Kumar', 'Sheikh Latif']","['actor', 'actress', 'composer', 'director', 'producer']"
tt1199456,Eid Mubarak,1965,PK,,nm1222110,\N,"['A. Hameed', 'Habibur Rehman', 'Rukhsana', 'S.M. Yusuf', 'Waheed Murad', 'Zeba']","['actor', 'actress', 'composer', 'director']"
tt1199473,Hisaab Kitaab,1988,PK,,nm2949281,\N,"['Badar Munir', 'Kalim', 'Khanum', 'Samad Khan', 'Shehnaz Khan', 'Sunny', 'Tariq Shah']","['actor', 'actress', 'composer', 'director']"
tt1199484,Janwar,1985,PK,,nm0451303,\N,"['A. Hameed', 'Asif Khan', 'Badar Munir', 'Khanum', 'Naimat Sarhadi', 'Saeed Ali Khan', 'Shehnaz Khan']","['actor', 'actress', 'composer', 'director']"
tt1199487,Khakle Nave,1982,PK,,nm0451303,nm6299149,"['Asif Khan', 'Badar Munir', 'Musarrat Shaheen', 'Saeed Ali Khan', 'Saleem Murad', 'Savera', 'Sunny', 'Tariq Shah']","['actor', 'actress', 'composer', 'director', 'writer']"
tt1199488,Khushboo,1979,PK,,nm0787037,\N,"['A. Hameed', 'Ibrahim Nafees', 'Manzoor Ashraf', 'Mumtaz', 'Nayyar Sultana', 'Nazar Shabab', 'Rangeela', 'Rani', 'Shahid Hameed']","['actor', 'actress', 'composer', 'director', 'producer']"
tt1199501,Neelofar,1960,PK,,nm0729818,\N,"['Asad Jaafri', 'Nasira', 'Neelo', 'Rafiq Rizvi', 'Ratan Kumar', 'Safdar Hussain', 'Salma Mumtaz']","['actor', 'actress', 'composer', 'director']"
tt1199510,Pagal,1995,PK,,nm1391492,\N,"['Asif Khan', 'Badar Munir', 'Gul', 'Jahanzeb', 'M. Multani', 'Musarrat Shaheen', 'Naimat Sarhadi', 'Qaiser Sanober', 'Saba']","['actor', 'actress', 'composer', 'director']"
tt1199517,Qaul,1986,PK,,nm1391492,\N,"['Badar Bakht', 'Badar Munir', 'Qaiser Sanober', 'Shehnaz Khan', 'Sunny', 'Tariq Shah', 'Yasmeen Khan']","['actor', 'actress', 'composer', 'director']"
tt1199524,Sangeen,1990,PK,,nm1391492,\N,"['Badar Munir', 'Firdous Jamal', 'Khanum', 'Naimat Sarhadi', 'Qaiser Sanober', 'Rabi', 'Sunny']","['actor', 'actress', 'composer', 'director']"
tt1199544,Yadona,1987,PK,,nm1391492,\N,"['Badar Munir', 'Liaqat Major', 'Musarrat Shaheen', 'Naimat Sarhadi', 'Qaiser Sanober', 'Sunny']","['actor', 'actress', 'composer', 'director']"
tt1199548,Zorawer,1983,PK,,nm0451303,\N,"['Asif Khan', 'Badar Munir', 'Khanum', 'Liaqat Major', 'Musarrat Shaheen', 'Saeed Ali Khan', 'Sunny']","['actor', 'actress', 'composer', 'director']"
tt12003446,Cycling Tahmina,2018,BD,,nm11436723,\N,"['Kohei Kawabata', 'Mahafuza Aktar']","['director', 'producer']"
tt12003946,Violent Night,2022,BD,en,nm2482088,"nm1352459,nm1351254","['Alex Hassell', 'Alexis Louder', 'André Eriksen', ""Beverly D'Angelo"", 'Brendan Fletcher', 'Cam Gigandet', 'David Harbour', 'David Leitch', 'Dominic Lewis', 'Edi Patterson', 'Guy Danella', 'Jim Page', 'John Leguizamo', 'Josh Miller', 'Kelly McCormick', 'Leah Brady', 'Lindsay Graham', 'Mary Vernieu', 'Matthew Weston', 'Pat Casey', 'Roger Fires', 'Tommy Wirkola']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt12003946,Violent Night,2022,PK,en,nm2482088,"nm1352459,nm1351254","['Alex Hassell', 'Alexis Louder', 'André Eriksen', ""Beverly D'Angelo"", 'Brendan Fletcher', 'Cam Gigandet', 'David Harbour', 'David Leitch', 'Dominic Lewis', 'Edi Patterson', 'Guy Danella', 'Jim Page', 'John Leguizamo', 'Josh Miller', 'Kelly McCormick', 'Leah Brady', 'Lindsay Graham', 'Mary Vernieu', 'Matthew Weston', 'Pat Casey', 'Roger Fires', 'Tommy Wirkola']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt1200820,Mein Ek Din Laut Kay Aaoon Ga,2007,PK,,nm0269779,\N,"['Ahmad Butt', 'Humayun Saeed', 'Javed Fazil', 'Jawad Ahmad', 'Jawed Sheikh', 'Nadeem Baig', 'Nausheen Ali Sardar', 'Pooja Kanwal', 'Prithvi Vazir', 'Rammohan Sharma', 'Rana Jung Bahadur', 'Saba Wasim Abbas', 'Shoaib Alam', 'Zafar']","['actor', 'actress', 'composer', 'director', 'editor', 'producer']"
tt12030668,Sajjan Beli,1970,PK,,\N,\N,"['Ali Ahmad', 'Ali Ejaz', 'Allauddin', 'Asad Bukhari', 'Chakram', 'Inayat Hussain Bhatti', 'Khalid Abbas Dar', 'Kifayat Hussain Bhatti', 'Murdi Ahmad', 'Riaz Bokhari', 'Seema Begum']","['actor', 'actress', 'cinematographer']"
tt12038672,Money Back Guarantee,2023,PK,,nm6367190,nm6367190,"['Adnan Jaffar', 'Afzal Khan', 'Faisal Qureshi', 'Fawad Khan', 'Gohar Rasheed', 'Hira Mani', 'Kee Hoe Kelvin', 'Kiran Malik', 'Marhoom Ahmad Bilal', 'Mikaal Zulfiqar', 'Shayan Khan', 'Tyler Westen', 'Wasim Akram']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer', 'writer']"
tt12044324,Game on Hai,2020,PK,,nm7486523,"nm4271981,nm11443924","['Adeel Wali Raees', 'Erum Eru', 'Faizan Khawaja', 'Habib Raza', 'Hunain Kamal', 'Ibne Aaas', 'Khalid Bin Shaheen', 'Rabia Bukhari', 'Saleem Mairaj', 'Sharif Baloch', 'Syed Falak', 'Umar Khitab Khan']","['actor', 'actress', 'cinematographer', 'director', 'producer', 'writer']"
tt12063914,Once Upon a Time in Karachi,2023,PK,,nm10689162,nm10689162,"['Abu Aleeha', 'Adnan Shah Tipu', 'Asad Mumtaz Malik', 'Mahrukh Mirza', 'Marhoom Ahmad Bilal', 'Mohsin Abbas Haider', 'Nosheen Shah']","['actor', 'actress', 'cinematographer', 'director', 'writer']"
tt1207626,Angara,1985,PK,,nm2964330,\N,"['Aasia', 'Allauddin', 'Ilyas Kashmiri', 'M. Ikram', 'Muhammad Shabbir Kiyani', 'Sabiha Khanum', 'Saiqa', 'Sultan Rahi', 'Yousaf Khan', 'Yusuf Khan']","['actor', 'actress', 'director', 'producer']"
tt1207629,Asli Te Naqli,1975,PK,,nm0200889,\N,"['Aaliya', 'Munawar Saeed', 'Nanha', 'Neelufar', 'Shehnaz Khan', 'Tanzim', 'Waheed Dar', 'Wajahat Attre']","['actor', 'actress', 'composer', 'director']"
tt1207644,Chaudhry Badshah,1995,PK,,nm0403950,\N,"['Afzal Khan', 'Altaf Hussain', 'Ghulam Mohiuddin', 'Madiha Shah', 'Reema', 'Saima Noor', 'Sultan Rahi']","['actor', 'actress', 'director']"
tt1207696,Jeedar,1981,PK,,nm3809038,\N,"['Anjuman', 'Chakori', 'Kifayat Hussain Bhatti', 'Mustafa Qureshi', 'Muzaffar Adeeb', 'Sultan Rahi']","['actor', 'actress', 'director']"
tt1207781,Ultimatum,1976,PK,,nm3809038,"nm1531125,nm3809038","['Aaliya', 'Aasia', 'Bahar Begum', 'Bakhshi Wazir', 'Ghazala', 'Inayat Hussain Bhatti', 'Iqbal Hassan', 'Kifayat Hussain Bhatti', 'Nanha', 'Sawan', 'Sultan Rahi']","['actor', 'actress', 'composer', 'director', 'writer']"
tt1207914,Aina,1966,PK,ur,nm0456100,\N,"['A. Hameed', 'Deeba Begum', 'Kamaal Irani', 'Manzoor Ashraf', 'Mohammad Ali', 'Nanha', 'Shabab Kiranwi', 'Sultan Rahi', 'Zeenat Begum']","['actor', 'actress', 'composer', 'director', 'producer']"
tt1207914,Aina,1966,PK,,nm0456100,\N,"['A. Hameed', 'Deeba Begum', 'Kamaal Irani', 'Manzoor Ashraf', 'Mohammad Ali', 'Nanha', 'Shabab Kiranwi', 'Sultan Rahi', 'Zeenat Begum']","['actor', 'actress', 'composer', 'director', 'producer']"
tt1207931,Darya Khan,1991,PK,,nm2963752,\N,"['Jahanzeb', 'Mehboob Alam', 'Mustafa Qureshi', 'Muzaffar Adeeb', 'Neeli', 'Samina Peerzada', 'Yunus Rathore']","['actor', 'actress', 'director', 'producer']"
tt1207957,Mehran Jamali,1990,PK,,nm2964341,\N,"['Badar Munir', 'Kamaal Irani', 'Khair M. Lassi', 'Lal Mohammad Iqbal', 'M. Hussain Madori', 'Malik Anokha', 'Mushtaq Changezi', 'Rita']","['actor', 'actress', 'composer', 'director', 'producer']"
tt1207965,Nadi O Nari,1965,BD,,nm2962252,"nm7634748,nm8179154","['Aabid Hussain', 'Abdur Rahim', 'Afzal Karim', 'Ashish Kumar Loho', 'Bilkis Bari', 'Feroza Begum', 'Guddu Bari', 'Humayun Kabir', 'Jarina', 'Kazi Khaliq', 'Masud Ali Khan', 'Murtaja Baseer', 'Rawshan Ara', 'Sadiq Khan', 'Subhash Dutta', 'Ustad Bahadur Khan', 'William A. Guth']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt1207980,Savera,1959,PK,,nm0729818,\N,"['Rafiq Rizvi', 'Rukhsana', 'Shamim Ara', 'Sikander', 'Syed Kamal']","['actor', 'actress', 'director']"
tt1207986,Shikari,1964,PK,,nm2962186,\N,"['Asif Jah', 'Darpan', 'Jaffer Malik', 'Muslehuddin', 'Rukhsana', 'Shamim Ara']","['actor', 'actress', 'composer', 'director']"
tt1211803,Ajnabi,1975,PK,,nm2968292,\N,"['Abdul Latif Baloch', 'Afaaqi', 'Babra Sharif', 'Deeba Begum', 'Mohammad Ali', 'Nisar Bazmi', 'Qavi Khan', 'Rashid Javed', 'Shahnawaz Junior']","['actor', 'actress', 'composer', 'director', 'producer']"
