tconst,primaryTitle,startYear,region,language,directors,writers,cast_crew,categories
tt0017224,"Oh, Baby!",1926,PK,en,nm0461295,"nm0388554,nm0461295","[""'Little Billy' Rhodes"", 'Al Lichtman', 'Arthur Hoerl', 'Creighton Hale', 'Damon Runyon', 'David Butler', 'Ethel Shannon', 'Flora Finch', 'Graham McNamee', 'Harley Knoles', 'Jimmy Cannon', 'Madge Kennedy', 'Marcel Le Picard', 'Ring Lardner', 'Stuart Kelson']","['actor', 'actress', 'cinematographer', 'director', 'producer', 'writer']"
tt0017421,Spangles,1926,BD,en,nm0175410,"nm0720805,nm0388919,nm0047889,nm0031033","['André Barlatier', 'Charles Becker', ""Frank O'Connor"", 'Gladys Brockwell', 'Grace Gordon', 'Hobart Bosworth', 'Hugh Hoffman', 'James Conly', 'Jay Emmett', 'Leah Baird', 'Marian Nixon', 'Nellie Revell', ""Pat O'Malley"", 'Paul Howard', 'Tiny Ward', 'Walter Anthony']","['actor', 'actress', 'cinematographer', 'director', 'writer']"
tt0017421,Spangles,1926,PK,en,nm0175410,"nm0720805,nm0388919,nm0047889,nm0031033","['André Barlatier', 'Charles Becker', ""Frank O'Connor"", 'Gladys Brockwell', 'Grace Gordon', 'Hobart Bosworth', 'Hugh Hoffman', 'James Conly', 'Jay Emmett', 'Leah Baird', 'Marian Nixon', 'Nellie Revell', ""Pat O'Malley"", 'Paul Howard', 'Tiny Ward', 'Walter Anthony']","['actor', 'actress', 'cinematographer', 'director', 'writer']"
tt0018033,It,1927,PK,en,"nm0046082,nm0903049","nm0323325,nm0521002,nm0510024,nm0547938","['Antonio Moreno', 'Carl Davis', 'Clara Bow', 'Clarence G. Badger', 'David Gill', 'E. Lloyd Sheldon', 'Elinor Glyn', 'Elmo Billings', 'Gary Cooper', 'George Marion Jr.', 'H. Kinley Martin', 'Hope Loring', 'Jacqueline Gadsdon', 'Julia Swayne Gordon', 'Kevin Brownlow', 'Lloyd Corrigan', 'Louis D. Lighton', 'Priscilla Bonner', 'William Austin', 'William P. Perry']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0018662,Avalanche,1928,BD,bn,nm0112897,"nm0340719,nm0542534,nm0747844,nm0591791","['Dick Winslow', 'Doris Hill', 'Guy Oliver', 'Herman J. Mankiewicz', 'J. Walter Ruben', 'Jack Holt', 'Jane Loring', 'John Darrow', 'Olga Baclanova', 'Otto Brower', 'Roy Clark', 'Sam Mintz', 'Zane Grey']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'writer']"
tt0019729,The Broadway Melody,1929,PK,en,nm0064600,"nm0332539,nm0396876,nm0322299,nm0049898","['Anita Page', 'Bessie Love', 'Betty Arthur', 'Charles King', 'Eddie Kane', 'Edmund Goulding', 'Harry Beaumont', 'J. Emmett Beck', 'James Gleason', 'Jed Prouty', 'John Arnold', 'Kenneth Thomson', 'Nacio Herb Brown', 'Norman Houston', 'Sam Zimbalist', 'The Angeles Twins']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'writer']"
tt0020691,The Big Trail,1930,PK,en,"nm0909825,nm0517264","nm0263346,nm0102293,nm0668685,nm0692891,nm0909825","['Arthur Edeson', 'Charles Stevens', 'David Rollins', 'El Brendel', 'Frederick Burton', 'Hal G. Evarts', 'Ian Keith', 'Jack Dennis', 'John Wayne', 'Louise Carver', 'Lucien N. Andriot', 'Marguerite Churchill', 'Raoul Walsh', 'Tully Marshall', 'Tyrone Power Sr.']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'writer']"
tt0021884,Frankenstein,1931,BD,en,nm0001843,"nm0049721,nm0791217,nm0916811,nm0287124,nm0267020,nm0770337,nm0282984,nm0751246","['Arthur Edeson', 'Boris Karloff', 'Carl Laemmle Jr.', 'Clarence Kolster', 'Colin Clive', 'Dwight Frye', 'Edward Van Sloan', 'Frederick Kerr', 'Garrett Fort', 'James Whale', 'John Boles', 'John L. Balderston', 'Lionel Belmore', 'Mae Clarke', 'Marilyn Harris', 'Mary Shelley', 'Peggy Webling', 'Ted Billings']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0026385,Frisco Kid,1935,BD,en,nm0045800,"nm0240417,nm0589316","['Addison Richards', 'Barton MacLane', 'Donald Woods', 'George E. Stone', 'James Cagney', 'Joe King', 'Lili Damita', 'Lloyd Bacon', 'Margaret Lindsay', 'Owen Marks', 'Ricardo Cortez', 'Robert McWade', 'Seton I. Miller', 'Sol Polito', 'Warren Duff']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'writer']"
tt0027502,Darkest Africa,1936,PK,en,"nm0247484,nm0437356","nm0711739,nm0765036,nm0663760,nm0461107","['B. Reeves Eason', 'Barney A. Sarecky', 'Clyde Beatty', 'Donald Reed', 'Edgar Lyons', 'Edmund Cobb', 'Edward McWade', 'Elaine Shepard', 'John Rathmell', 'Joseph Byrd', 'Joseph Kane', 'Lucien Prival', 'Manuel King', 'Nat Levine', 'Ray Turner', 'Richard Fantl', 'Ted Parsons', 'Tracy Knight', 'Wheeler Oakman', 'William Nobles']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0029284,My Favorite Wife,1940,BD,en,nm0437717,"nm0818415,nm0818416,nm0564970,nm0437717,nm0565609,nm0855139","['Ann Shoemaker', 'Bella Spewack', 'Cary Grant', 'Donald MacBride', 'Gail Patrick', 'Garson Kanin', 'Granville Bates', ""Hugh O'Connell"", 'Irene Dunne', 'Leo McCarey', 'Mary Lou Harrington', 'Randolph Scott', 'Robert Wise', 'Roy Webb', 'Rudolph Maté', 'Sam Spewack', 'Scotty Beckett']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0031167,Code of the Streets,1939,PK,en,nm0949597,nm0394774,"['Arthur T. Horman', 'Dorothy Arnold', 'El Brendel', 'Elwood Bredell', 'Frankie Thomas', 'Harold Young', 'Harris Berger', 'Harry Carey', 'James McCallion', 'Juanita Quigley', 'Leon Ames', 'Marc Lawrence', 'Maurice Wright', 'Paul Fix']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'writer']"
tt0031747,The Oklahoma Kid,1939,BD,en,nm0045800,"nm0240417,nm0118758,nm0660923,nm0459678,nm0644114,nm0706993","['Charles Middleton', 'Donald Crisp', 'Edward E. Paramore Jr.', 'Edward Pawley', 'Harvey Stephens', 'Hugh Sothern', 'Humphrey Bogart', 'James Cagney', 'James Wong Howe', 'Lew Harvey', 'Lloyd Bacon', 'Max Steiner', 'Owen Marks', 'Robert Buckner', 'Rosemary Lane', 'Wally Kline', 'Ward Bond', 'Warren Duff']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt0031747,The Oklahoma Kid,1939,PK,en,nm0045800,"nm0240417,nm0118758,nm0660923,nm0459678,nm0644114,nm0706993","['Charles Middleton', 'Donald Crisp', 'Edward E. Paramore Jr.', 'Edward Pawley', 'Harvey Stephens', 'Hugh Sothern', 'Humphrey Bogart', 'James Cagney', 'James Wong Howe', 'Lew Harvey', 'Lloyd Bacon', 'Max Steiner', 'Owen Marks', 'Robert Buckner', 'Rosemary Lane', 'Wally Kline', 'Ward Bond', 'Warren Duff']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt0032247,Beyond Tomorrow,1940,BD,en,nm0840042,"nm0173532,nm0186118","['A. Edward Sutherland', 'Adele Comandini', 'Alex Melesh', 'C. Aubrey Smith', 'Charles Winninger', 'Frank Tours', 'Harry Carey', 'Helen Vinson', 'J. Anthony Hughes', 'Jack Murton', 'Jean Parker', 'Lee Garmes', 'Lester White', 'Maria Ouspenskaya', 'Mildred Cram', 'Otto Ludwig', 'Richard Carlson', 'Rod La Rocque']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0032247,Beyond Tomorrow,1940,PK,en,nm0840042,"nm0173532,nm0186118","['A. Edward Sutherland', 'Adele Comandini', 'Alex Melesh', 'C. Aubrey Smith', 'Charles Winninger', 'Frank Tours', 'Harry Carey', 'Helen Vinson', 'J. Anthony Hughes', 'Jack Murton', 'Jean Parker', 'Lee Garmes', 'Lester White', 'Maria Ouspenskaya', 'Mildred Cram', 'Otto Ludwig', 'Richard Carlson', 'Rod La Rocque']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0033717,High Sierra,1941,BD,en,nm0909825,"nm0001379,nm0122446","['Adolph Deutsch', 'Alan Curtis', 'Arthur Kennedy', 'Barton MacLane', 'Henry Hull', 'Henry Travers', 'Humphrey Bogart', 'Ida Lupino', 'Jack Killifer', 'Jerome Cowan', 'Joan Leslie', 'John Huston', 'Minna Gombell', 'Raoul Walsh', 'Tony Gaudio', 'W.R. Burnett']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt0035799,Destination Tokyo,1943,BD,en,nm0202681,"nm0279795,nm0202681,nm0540816","['Alan Hale', 'Albert Maltz', 'Bert Glennon', 'Cary Grant', 'Christian Nyby', 'Dane Clark', 'Delmer Daves', 'Faye Emerson', 'Franz Waxman', 'Jerry Wald', 'John Garfield', 'John Ridgely', 'Robert Hutton', 'Steve Fisher', 'Tom Tully', 'Warner Anderson', 'William Prince']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0035880,Fired Wife,1943,BD,en,nm0006943,"nm0928444,nm0275255,nm0656039","['Alan Dinehart', 'Charles Lamont', 'Diana Barrymore', 'Ernest Pagano', 'Ernest Truex', 'Frank Skinner', 'George Dolenz', 'Hagar Wilde', 'Louise Allbritton', 'Michael Fessier', 'Paul Ivano', 'Paul Landres', 'Rex Ingram', 'Richard Lane', 'Robert Paige', 'Walter Abel', 'Walter Catlett']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt0035959,A Guy Named Joe,1943,BD,en,nm0281808,"nm0874308,nm0107288,nm0819546,nm0091200","['Barry Nelson', 'Chandler Sprague', 'Dalton Trumbo', 'David Boehm', 'Don DeFore', 'Esther Williams', 'Everett Riskin', 'Frank Sullivan', 'Frederick Hazlitt Brennan', 'George J. Folsey', ""Henry O'Neill"", 'Herbert Stothart', 'Irene Dunne', 'James Gleason', 'Karl Freund', 'Lionel Barrymore', 'Spencer Tracy', 'Van Johnson', 'Victor Fleming', 'Ward Bond']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0036051,Jack London,1943,PK,en,nm0763453,"nm0518682,nm0664251,nm0505821","['Alfred Santell', 'Charmian London', 'Ernest Pascal', 'Frank Craven', 'Freddie Rich', 'Harry Davenport', 'Isaac Don Levine', 'John W. Boyle', 'Jonathan Hale', 'Leonard Strong', 'Louise Beavers', ""Michael O'Shea"", 'Osa Massen', 'Ralph Morgan', 'Samuel Bronston', 'Susan Hayward', 'Virginia Mayo', 'William H. Ziegler']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0036323,Sahara,1943,BD,en,nm0466113,"nm0493251,nm0466113,nm0641199,nm0531878,nm0118227","['Bruce Bennett', 'Carl Harbord', 'Charles Nelson', 'Dan Duryea', 'Humphrey Bogart', 'J. Carrol Naish', ""James O'Hanlon"", 'John Howard Lawson', 'Lloyd Bridges', 'Louis Mercier', 'Miklós Rózsa', ""Patrick O'Moore"", 'Philip MacDonald', 'Rex Ingram', 'Richard Aherne', 'Rudolph Maté', 'Zoltan Korda']","['actor', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt0036378,Song of Russia,1944,BD,en,"nm0711855,nm0070670","nm0418972,nm0172628,nm0594177,nm0873193,nm0256880,nm0409069,nm0880618","['Darryl Hickman', 'Felix Bressart', 'George Hively', 'Gregory Ratoff', 'Harry Stradling Sr.', 'Jacqueline White', 'Joan Lorring', 'Joe Pasternak', 'John Hodiak', 'Leo Mittler', 'Michael Chekhov', 'Patricia Prest', 'Paul Jarrico', 'Richard Collins', 'Robert Benchley', 'Robert Taylor', 'Susan Peters', 'Victor Trivas']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0036430,This Is the Army,1943,BD,en,nm0002031,"nm0732452,nm0083125,nm0000927,nm0258493","['Alan Hale', 'Bert Glennon', 'Casey Robinson', 'Charles Butterworth', 'Claude Binyon', 'Dolores Costello', 'George Amy', 'George Murphy', 'George Tobias', 'Hal B. Wallis', 'Jack L. Warner', 'Joan Leslie', 'Michael Curtiz', 'Rosemary DeCamp', 'Ruth Donnelly', 'Sol Polito', 'Stanley Ridges', 'Una Merkel']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0036430,This Is the Army,1943,PK,en,nm0002031,"nm0732452,nm0083125,nm0000927,nm0258493","['Alan Hale', 'Bert Glennon', 'Casey Robinson', 'Charles Butterworth', 'Claude Binyon', 'Dolores Costello', 'George Amy', 'George Murphy', 'George Tobias', 'Hal B. Wallis', 'Jack L. Warner', 'Joan Leslie', 'Michael Curtiz', 'Rosemary DeCamp', 'Ruth Donnelly', 'Sol Polito', 'Stanley Ridges', 'Una Merkel']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0036515,Watch on the Rhine,1943,BD,en,"nm0795864,nm0005803","nm0358591,nm0375484","['Bette Davis', 'Beulah Bondi', 'Dashiell Hammett', 'Donald Buka', 'Donald Woods', 'Eric Roberts', 'George Coulouris', 'Geraldine Fitzgerald', 'Hal Mohr', 'Henry Daniell', 'Herman Shumlin', 'Lillian Hellman', 'Lucile Watson', 'Max Steiner', 'Merritt B. Gerstad', 'Paul Lukas', 'Rudi Fehr']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt0036628,Bathing Beauty,1944,BD,en,nm0796645,"nm0247252,nm0615842,nm0448985,nm0775149,nm0455510,nm0096394,nm0907186,nm0649183","['Basil Rathbone', 'Bill Goodwin', 'Blanche Sewell', 'Carlos Ramírez', 'Curtis Kenyon', 'Esther Williams', 'Ethel Smith', 'George Sidney', 'Harry Stradling Sr.', 'Jack Cummings', 'Jean Porter', 'Joseph Schrank', 'Kenneth Earl', 'Lina Romay', 'M.M. Musselman', 'Nana Bryant', 'Red Skelton', 'Xavier Cugat and His Orchestra']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0036855,Gaslight,1944,BD,en,nm0002030,"nm0886668,nm0281556,nm0049721,nm0358096","['Angela Lansbury', 'Arthur Hornblow Jr.', 'Barbara Everest', 'Bronislau Kaper', 'Charles Boyer', 'Edmund Breon', 'Emil Rameau', 'George Cukor', 'Halliwell Hobbes', 'Ingrid Bergman', 'John L. Balderston', 'John Van Druten', 'Joseph Cotten', 'Joseph Ruttenberg', 'May Whitty', 'Patrick Hamilton', 'Ralph E. Winters', 'Tom Stevenson', 'Walter Reisch']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0036926,Home in Indiana,1944,BD,en,nm0368871,"nm0150163,nm0588003","['André Daven', 'Arthur Aylesworth', 'Charles Dingle', 'Charlotte Greenwood', 'Edward Cronjager', 'George Agnew Chamberlain', 'Harmon Jones', 'Henry Hathaway', 'Hugo Friedhofer', 'Jeanne Crain', 'Joseph E. Bernard', 'June Haver', 'Lon McCallister', 'Miss Sarah Abbey', 'Walter Brennan', 'Ward Bond', 'Winston Miller']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0036926,Home in Indiana,1944,PK,en,nm0368871,"nm0150163,nm0588003","['André Daven', 'Arthur Aylesworth', 'Charles Dingle', 'Charlotte Greenwood', 'Edward Cronjager', 'George Agnew Chamberlain', 'Harmon Jones', 'Henry Hathaway', 'Hugo Friedhofer', 'Jeanne Crain', 'Joseph E. Bernard', 'June Haver', 'Lon McCallister', 'Miss Sarah Abbey', 'Walter Brennan', 'Ward Bond', 'Winston Miller']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0036931,House of Frankenstein,1944,BD,en,nm0448915,"nm0522871,nm0802561","['Anne Gwynne', 'Boris Karloff', 'Curt Siodmak', 'Edward T. Lowe Jr.', 'Elena Verdugo', 'Erle C. Kenton', 'George Robinson', 'George Zucco', 'Hans J. Salter', 'J. Carrol Naish', 'John Carradine', 'Lionel Atwill', 'Lon Chaney Jr.', 'Paul Malvern', 'Peter Coe', 'Philip Cahn', 'Sig Ruman']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0037166,Passage to Marseille,1944,BD,en,nm0002031,"nm0732452,nm0595654,nm0635079,nm0355681,nm0596963","['Casey Robinson', 'Charles Nordhoff', 'Claude Rains', 'George Tobias', 'Hal B. Wallis', 'Helmut Dantine', 'Humphrey Bogart', 'Jack Moffitt', 'James Norman Hall', 'James Wong Howe', 'John Loder', 'Max Steiner', 'Michael Curtiz', 'Michèle Morgan', 'Owen Marks', 'Peter Lorre', 'Philip Dorn', 'Sydney Greenstreet', 'Victor Francen']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0037175,Pin Up Girl,1944,BD,en,nm0401680,"nm0000252,nm0517567,nm0049898,nm0088748","['Betty Grable', 'Dave Willock', 'Dorothea Kent', 'Earl Baldwin', 'Ernest Palmer', 'Eugene Pallette', 'H. Bruce Humberstone', 'Helen Logan', 'Joe E. Brown', 'John Harvey', 'Libbie Block', 'Martha Raye', 'Nick Condos', 'Robert Ellis', 'Robert L. Simpson', 'Skating Vanities', 'Steve Condos', 'William LeBaron']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0037261,Seven Days Ashore,1944,BD,en,nm0041678,"nm0893825,nm0680461,nm0453885,nm0222164","['Alan Carney', 'Alan Dinehart', 'Amelita Ward', 'Dooley Wilson', 'Edward Verdier', 'Elaine Shepard', 'Gordon Oliver', 'Harry Marker', 'Irving Phillips', 'Jacques Deval', 'John H. Auer', 'Lawrence Kimble', 'Lew Pollack', 'Marcy McGuire', 'Marjorie Gateson', 'Russell Metty', 'Virginia Mayo', 'Wally Brown']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0037316,The Story of Dr. Wassell,1944,BD,en,nm0001124,"nm0494435,nm0071657,nm0913650,nm0385264,nm0534221","['Alan Le May', 'Anne Bauchens', 'Carl Esmond', 'Carol Thurston', 'Cecil B. DeMille', 'Charles Bennett', 'Corydon M. Wassell', ""Dennis O'Keefe"", 'Elliott Reid', 'Gary Cooper', 'James Hilton', 'Laraine Day', 'Paul Kelly', 'Renny McEvoy', 'Signe Hasso', 'Stanley Ridges', 'Victor Milner', 'Victor Young', 'William E. Snyder']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0037316,The Story of Dr. Wassell,1944,PK,en,nm0001124,"nm0494435,nm0071657,nm0913650,nm0385264,nm0534221","['Alan Le May', 'Anne Bauchens', 'Carl Esmond', 'Carol Thurston', 'Cecil B. DeMille', 'Charles Bennett', 'Corydon M. Wassell', ""Dennis O'Keefe"", 'Elliott Reid', 'Gary Cooper', 'James Hilton', 'Laraine Day', 'Paul Kelly', 'Renny McEvoy', 'Signe Hasso', 'Stanley Ridges', 'Victor Milner', 'Victor Young', 'William E. Snyder']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0037343,Tall in the Saddle,1944,BD,en,nm0547446,"nm0389580,nm0280707,nm0949583","['Audrey Long', 'Donald Douglas', 'Edwin L. Marin', 'Elisabeth Risdon', 'Ella Raines', 'Emory Parnell', ""George 'Gabby' Hayes"", 'Gordon Ray Young', 'John Wayne', 'Michael Hogan', 'Paul Fix', 'Philip Martin', 'Robert De Grasse', 'Robert Fellows', 'Roy Webb', 'Russell Wade', 'Ward Bond']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0037373,3 Men in White,1944,BD,en,nm0325135,"nm0750822,nm0075344,nm0062738,nm0933133","['Alma Kruger', 'Ava Gardner', 'Carey Wilson', 'George Hively', 'George Reed', 'Harry Ruskin', 'Keye Luke', 'Lionel Barrymore', 'Marilyn Maxwell', 'Martin Berkeley', 'Max Brand', 'Nathaniel Shilkret', 'Nell Craig', 'Rags Ragland', 'Ray June', 'Van Johnson', 'Walter Kingsford', 'Willis Goldbeck']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0037420,Up in Arms,1944,BD,en,nm0637790,"nm0366942,nm0096394,nm0685265,nm0205244,nm0775770","['Allen Boretz', 'Benny Baker', 'Constance Dowling', 'Dana Andrews', 'Daniel Mandell', 'Danny Kaye', 'Dinah Shore', 'Don Hartman', 'Elisha Cook Jr.', 'Elliott Nugent', 'George Mathews', 'James E. Newcom', 'Knox Manning', 'Louis Calhern', 'Owen Davis', 'Ray Rennahan', 'Robert Pirosh', 'Samuel Goldwyn', 'The Goldwyn Girls']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0037470,The Woman of the Town,1943,PK,en,nm0002179,"nm0396876,nm0533418","['Albert Dekker', 'Arthur Hohl', 'Barry Sullivan', 'Beryl Wallace', 'Carroll Lewis', 'Claire Trevor', 'Clem Bevans', 'George Archainbaud', 'Harry Sherman', 'Henry Hull', 'Marion Martin', 'Miklós Rózsa', 'Norman Houston', 'Percy Kilbride', 'Porter Hall', 'Russell Harlan', 'Æneas MacKenzie']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0045004,Outlaw Women,1952,PK,en,"nm0627864,nm0650259",nm0359034,"['Allan Nixon', 'Billy House', 'Carla Balenda', 'Ellis W. Carter', 'Harry Neumann', 'Hugh Winn', 'Jackie Coogan', 'Jacqueline Fontaine', 'Lyle Talbot', 'Maria Hart', 'Marie Windsor', 'Orville H. Hampton', 'Richard Avonde', 'Richard Rober', 'Ron Ormond', 'Sam Newfield', 'Walter Greene']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0047034,Godzilla,1954,BD,bn,nm0393094,"nm0613609,nm0393094,nm0443227,nm0849083","['Akihiko Hirata', 'Akira Ifukube', 'Akira Takarada', 'Fuyuki Murakami', 'Hiroshi Hayashi', 'Ishirô Honda', 'Kazuji Taira', 'Masao Tamai', 'Momoko Kôchi', 'Ren Yamamoto', 'Sachio Sakai', 'Satoru Chûko', 'Seijirô Onda', 'Shigeru Kayama', 'Takashi Shimura', 'Takeo Kita', 'Takeo Murata', 'Tomoyuki Tanaka', 'Toranosuke Ogawa']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt0050084,20 Million Miles to Earth,1957,BD,bn,nm0432846,"nm0931555,nm0461347,nm0460838,nm0366063","['Arthur Space', 'Bart Braverman', 'Carlo Ventimiglia', 'Charles H. Schneer', 'Charlott Knight', 'Christopher Knopf', 'Edwin H. Bryant', 'Frank Puglia', 'Irving Lippman', 'Jan Arvan', 'Joan Taylor', 'John Zaremba', 'Nathan Juran', 'Robert Creighton Williams', 'Sid Cassel', 'Thomas Browne Henry', 'Tito Vuolo', 'William Hopper']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt0051411,The Big Country,1958,BD,en,nm0943758,"nm0916139,nm0058905,nm0928623,nm0922143,nm0943753,nm0357824","['Alfonso Bedoya', 'Buff Brady', 'Burl Ives', 'Carroll Baker', 'Charles Bickford', 'Charlton Heston', 'Chuck Connors', 'Chuck Hayward', 'Dorothy Whitney', 'Franz Planer', 'Gregory Peck', 'James R. Webb', 'Jean Simmons', 'Jerome Moross', 'Jessamyn West', 'John Faure', 'Robert Belcher', 'Robert Wilder', 'Sy Bartlett', 'William Wyler']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt0052545,Alias Jesse James,1959,BD,en,nm0572851,"nm0101115,nm0064332,nm0820417,nm0492635","['Bert Lawrence', 'Bob Gunderson', 'Bob Hope', 'Daniel B. Beauchamps', 'Fred Kohler Jr.', 'Gloria Talbott', 'Hal Pereira', 'Jack Bachom', 'Jack Hope', 'Jim Davis', 'Lionel Lindon', 'Marvin Coil', 'Mary Young', 'Mickey Finn', 'Norman Z. McLeod', 'Rhonda Fleming', 'Robert St. Aubrey', 'Roland Anderson', 'Wendell Corey', 'Will Wright', 'William Bowers']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt0052545,Alias Jesse James,1959,PK,en,nm0572851,"nm0101115,nm0064332,nm0820417,nm0492635","['Bert Lawrence', 'Bob Gunderson', 'Bob Hope', 'Daniel B. Beauchamps', 'Fred Kohler Jr.', 'Gloria Talbott', 'Hal Pereira', 'Jack Bachom', 'Jack Hope', 'Jim Davis', 'Lionel Lindon', 'Marvin Coil', 'Mary Young', 'Mickey Finn', 'Norman Z. McLeod', 'Rhonda Fleming', 'Robert St. Aubrey', 'Roland Anderson', 'Wendell Corey', 'Will Wright', 'William Bowers']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt0055928,Dr. No,1962,BD,en,nm0950109,"nm0537363,nm0367820,nm0558435,nm0001220,nm0542554,nm0950109","['Albert R. Broccoli', 'Anthony Dawson', 'Berkely Mather', 'Bernard Lee', 'Eunice Gayson', 'Harry Saltzman', 'Ian Fleming', 'Jack Lord', 'Johanna Harwood', 'John Kitzmiller', 'Joseph Wiseman', 'Ken Adam', 'Lois Maxwell', 'Monty Norman', 'Peter R. Hunt', 'Richard Maibaum', 'Sean Connery', 'Ted Moore', 'Terence Young', 'Ursula Andress', 'Zena Marshall']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt0055928,Dr. No,1962,PK,en,nm0950109,"nm0537363,nm0367820,nm0558435,nm0001220,nm0542554,nm0950109","['Albert R. Broccoli', 'Anthony Dawson', 'Berkely Mather', 'Bernard Lee', 'Eunice Gayson', 'Harry Saltzman', 'Ian Fleming', 'Jack Lord', 'Johanna Harwood', 'John Kitzmiller', 'Joseph Wiseman', 'Ken Adam', 'Lois Maxwell', 'Monty Norman', 'Peter R. Hunt', 'Richard Maibaum', 'Sean Connery', 'Ted Moore', 'Terence Young', 'Ursula Andress', 'Zena Marshall']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt0056700,The Wonderful World of the Brothers Grimm,1962,BD,en,"nm0505610,nm0657162","nm0363492,nm0064579,nm0731679,nm1260621,nm0342278,nm0342303","['Arnold Stang', 'Barbara Eden', 'Betty Garde', 'Bryan Russell', 'Charles Beaumont', 'Claire Bloom', 'David P. Harmon', 'George Pal', 'Henry Levin', 'Hermann Gerstner', 'Karlheinz Böhm', 'Laurence Harvey', 'Leigh Harline', 'Martita Hunt', 'Oscar Homolka', 'Paul Vogel', 'Walter Slezak', 'Walter Thompson', 'William Roberts']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt0056869,The Birds,1963,BD,en,nm0000033,"nm0238898,nm0402805","['Alfred Hitchcock', 'Charles McGraw', 'Daphne Du Maurier', 'Ethel Griffies', 'Evan Hunter', 'George Tomasini', 'Jessica Tandy', 'Joe Mantell', 'Lonny Chapman', 'Robert Burks', 'Robert F. Boyle', 'Rod Taylor', 'Ruth McDevitt', 'Suzanne Pleshette', 'Tippi Hedren', 'Veronica Cartwright']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'production_designer', 'writer']"
